,month,year,FixedCounts,walk,region
1996,8,2018,1969,Karangahake Gorge,Bay of Plenty
1997,9,2018,2366,Karangahake Gorge,Bay of Plenty
1998,10,2018,4183,Karangahake Gorge,Bay of Plenty
1999,11,2018,3150,Karangahake Gorge,Bay of Plenty
2000,1,2009,43410,Dolomite Point,West Coast
2001,2,2009,49526,Dolomite Point,West Coast
2002,3,2009,31151,Dolomite Point,West Coast
2003,4,2009,39743,Dolomite Point,West Coast
2004,5,2009,19170,Dolomite Point,West Coast
2005,6,2009,11472,Dolomite Point,West Coast
2006,7,2009,12654,Dolomite Point,West Coast
2007,8,2009,14202,Dolomite Point,West Coast
2008,9,2009,20458,Dolomite Point,West Coast
2009,10,2009,29914,Dolomite Point,West Coast
2010,11,2009,42354,Dolomite Point,West Coast
2011,12,2009,52457,Dolomite Point,West Coast
2012,1,2010,62793,Dolomite Point,West Coast
2013,2,2010,50543,Dolomite Point,West Coast
2014,3,2010,46265,Dolomite Point,West Coast
2015,4,2010,36701,Dolomite Point,West Coast
2016,5,2010,17907,Dolomite Point,West Coast
2017,6,2010,12135,Dolomite Point,West Coast
2018,7,2010,16514,Dolomite Point,West Coast
2019,8,2010,13799,Dolomite Point,West Coast
2020,9,2010,16752,Dolomite Point,West Coast
2021,10,2010,27402,Dolomite Point,West Coast
2022,11,2010,40187,Dolomite Point,West Coast
2023,12,2010,46093,Dolomite Point,West Coast
2024,1,2011,67577,Dolomite Point,West Coast
2025,2,2011,59036,Dolomite Point,West Coast
2026,3,2011,47268,Dolomite Point,West Coast
2027,4,2011,36023,Dolomite Point,West Coast
2028,5,2011,16564,Dolomite Point,West Coast
2029,6,2011,9634,Dolomite Point,West Coast
2030,7,2011,11341,Dolomite Point,West Coast
2031,8,2011,13448,Dolomite Point,West Coast
2032,9,2011,16437,Dolomite Point,West Coast
2033,10,2011,26839,Dolomite Point,West Coast
2034,11,2011,33529,Dolomite Point,West Coast
2035,12,2011,45144,Dolomite Point,West Coast
2036,1,2012,62212,Dolomite Point,West Coast
2037,2,2012,51136,Dolomite Point,West Coast
2038,3,2012,29981,Dolomite Point,West Coast
2039,4,2012,35110,Dolomite Point,West Coast
2040,5,2012,15768,Dolomite Point,West Coast
2041,6,2012,12070,Dolomite Point,West Coast
2042,7,2012,13236,Dolomite Point,West Coast
2043,8,2012,11560,Dolomite Point,West Coast
2044,9,2012,14994,Dolomite Point,West Coast
2045,10,2012,25221,Dolomite Point,West Coast
2046,11,2012,33721,Dolomite Point,West Coast
2047,12,2012,43062,Dolomite Point,West Coast
2048,1,2013,54418,Dolomite Point,West Coast
2049,2,2013,52115,Dolomite Point,West Coast
2050,3,2013,45118,Dolomite Point,West Coast
2051,4,2013,33635,Dolomite Point,West Coast
2052,5,2013,16558,Dolomite Point,West Coast
2053,6,2013,11316,Dolomite Point,West Coast
2054,7,2013,12416,Dolomite Point,West Coast
2055,8,2013,12473,Dolomite Point,West Coast
2056,9,2013,15287,Dolomite Point,West Coast
2057,10,2013,24913,Dolomite Point,West Coast
2058,11,2013,37677,Dolomite Point,West Coast
2059,12,2013,53914,Dolomite Point,West Coast
2060,1,2014,69384,Dolomite Point,West Coast
2061,2,2014,61427,Dolomite Point,West Coast
2062,3,2014,53634,Dolomite Point,West Coast
2063,4,2014,51932,Dolomite Point,West Coast
2064,5,2014,16047,Dolomite Point,West Coast
2065,6,2014,8369,Dolomite Point,West Coast
2066,7,2014,16043,Dolomite Point,West Coast
2067,8,2014,13631,Dolomite Point,West Coast
2068,9,2014,17656,Dolomite Point,West Coast
2069,10,2014,29882,Dolomite Point,West Coast
2070,11,2014,39249,Dolomite Point,West Coast
2071,12,2014,51618,Dolomite Point,West Coast
2072,1,2015,66933,Dolomite Point,West Coast
2073,2,2015,56052,Dolomite Point,West Coast
2074,3,2015,53372,Dolomite Point,West Coast
2075,4,2015,43597,Dolomite Point,West Coast
2076,5,2015,20195,Dolomite Point,West Coast
2077,6,2015,10422,Dolomite Point,West Coast
2078,7,2015,15136,Dolomite Point,West Coast
2079,8,2015,13210,Dolomite Point,West Coast
2080,9,2015,21094,Dolomite Point,West Coast
2081,10,2015,29476,Dolomite Point,West Coast
2082,11,2015,45159,Dolomite Point,West Coast
2083,12,2015,60159,Dolomite Point,West Coast
2084,1,2016,75192,Dolomite Point,West Coast
2085,2,2016,71085,Dolomite Point,West Coast
2086,3,2016,64515,Dolomite Point,West Coast
2087,4,2016,58417,Dolomite Point,West Coast
2088,5,2016,20007,Dolomite Point,West Coast
2089,6,2016,14356,Dolomite Point,West Coast
2090,7,2016,18587,Dolomite Point,West Coast
2091,8,2016,15441,Dolomite Point,West Coast
2092,9,2016,18593,Dolomite Point,West Coast
2093,10,2016,32461,Dolomite Point,West Coast
2094,11,2016,53903,Dolomite Point,West Coast
2095,12,2016,68939,Dolomite Point,West Coast
2096,1,2017,81619,Dolomite Point,West Coast
2097,2,2017,75038,Dolomite Point,West Coast
2098,3,2017,54793,Dolomite Point,West Coast
2099,4,2017,55770,Dolomite Point,West Coast
2100,5,2017,23817,Dolomite Point,West Coast
2101,6,2017,15056,Dolomite Point,West Coast
2102,7,2017,17965,Dolomite Point,West Coast
2103,8,2017,15726,Dolomite Point,West Coast
2104,9,2017,20802,Dolomite Point,West Coast
2105,10,2017,31797,Dolomite Point,West Coast
2106,11,2017,49080,Dolomite Point,West Coast
2107,12,2017,66826,Dolomite Point,West Coast
2108,1,2018,72092,Dolomite Point,West Coast
2109,2,2018,53433,Dolomite Point,West Coast
2110,3,2018,40092,Dolomite Point,West Coast
2111,4,2018,31021,Dolomite Point,West Coast
2112,5,2018,13656,Dolomite Point,West Coast
2113,6,2018,11271,Dolomite Point,West Coast
2114,7,2018,11080,Dolomite Point,West Coast
2115,8,2018,4790,Dolomite Point,West Coast
2116,9,2018,18389,Dolomite Point,West Coast
2117,10,2018,26766,Dolomite Point,West Coast
2118,11,2018,38878,Dolomite Point,West Coast
2119,12,2018,59463,Dolomite Point,West Coast
2120,1,2019,70157,Dolomite Point,West Coast
2121,11,2008,3392,Devils Punchbowl,Canterbury
2122,12,2008,6798,Devils Punchbowl,Canterbury
2123,1,2009,8573,Devils Punchbowl,Canterbury
2124,2,2009,6308,Devils Punchbowl,Canterbury
2125,3,2009,5485,Devils Punchbowl,Canterbury
2126,4,2009,4755,Devils Punchbowl,Canterbury
2127,5,2009,1885,Devils Punchbowl,Canterbury
2128,6,2009,1277,Devils Punchbowl,Canterbury
2129,7,2009,1096,Devils Punchbowl,Canterbury
2130,8,2009,1186,Devils Punchbowl,Canterbury
2131,9,2009,2234,Devils Punchbowl,Canterbury
2132,10,2009,1650,Devils Punchbowl,Canterbury
2133,11,2009,3265,Devils Punchbowl,Canterbury
2134,12,2009,6321,Devils Punchbowl,Canterbury
2135,1,2010,7721,Devils Punchbowl,Canterbury
2136,2,2010,6640,Devils Punchbowl,Canterbury
2137,3,2010,5946,Devils Punchbowl,Canterbury
2138,4,2010,4893,Devils Punchbowl,Canterbury
2139,5,2010,2098,Devils Punchbowl,Canterbury
2140,6,2010,1616,Devils Punchbowl,Canterbury
2141,7,2010,2279,Devils Punchbowl,Canterbury
2142,8,2010,1633,Devils Punchbowl,Canterbury
2143,9,2010,961,Devils Punchbowl,Canterbury
2144,10,2010,2671,Devils Punchbowl,Canterbury
2145,11,2010,4699,Devils Punchbowl,Canterbury
2146,12,2010,5423,Devils Punchbowl,Canterbury
2147,1,2011,7269,Devils Punchbowl,Canterbury
2148,2,2011,5564,Devils Punchbowl,Canterbury
2149,3,2011,3986,Devils Punchbowl,Canterbury
2150,4,2011,3608,Devils Punchbowl,Canterbury
2151,5,2011,1368,Devils Punchbowl,Canterbury
2152,6,2011,1202,Devils Punchbowl,Canterbury
2153,7,2011,806,Devils Punchbowl,Canterbury
2154,8,2011,811,Devils Punchbowl,Canterbury
2155,9,2011,1557,Devils Punchbowl,Canterbury
2156,10,2011,2175,Devils Punchbowl,Canterbury
2157,11,2011,3039,Devils Punchbowl,Canterbury
2158,12,2011,4714,Devils Punchbowl,Canterbury
2159,1,2012,6376,Devils Punchbowl,Canterbury
2160,2,2012,5293,Devils Punchbowl,Canterbury
2161,3,2012,4204,Devils Punchbowl,Canterbury
2162,4,2012,4127,Devils Punchbowl,Canterbury
2163,5,2012,1873,Devils Punchbowl,Canterbury
2164,6,2012,921,Devils Punchbowl,Canterbury
2165,7,2012,1010,Devils Punchbowl,Canterbury
2166,8,2012,1392,Devils Punchbowl,Canterbury
2167,9,2012,1649,Devils Punchbowl,Canterbury
2168,10,2012,1891,Devils Punchbowl,Canterbury
2169,11,2012,3525,Devils Punchbowl,Canterbury
2170,12,2012,5124,Devils Punchbowl,Canterbury
2171,1,2013,6158,Devils Punchbowl,Canterbury
2172,2,2013,5632,Devils Punchbowl,Canterbury
2173,3,2013,5669,Devils Punchbowl,Canterbury
2174,4,2013,3846,Devils Punchbowl,Canterbury
2175,5,2013,1851,Devils Punchbowl,Canterbury
2176,6,2013,1220,Devils Punchbowl,Canterbury
2177,7,2013,1743,Devils Punchbowl,Canterbury
2178,8,2013,2980,Devils Punchbowl,Canterbury
2179,9,2013,1878,Devils Punchbowl,Canterbury
2180,10,2013,2227,Devils Punchbowl,Canterbury
2181,11,2013,4339,Devils Punchbowl,Canterbury
2182,12,2013,5902,Devils Punchbowl,Canterbury
2183,1,2014,6863,Devils Punchbowl,Canterbury
2184,2,2014,6981,Devils Punchbowl,Canterbury
2185,3,2014,6090,Devils Punchbowl,Canterbury
2186,4,2014,5516,Devils Punchbowl,Canterbury
2187,5,2014,2076,Devils Punchbowl,Canterbury
2188,6,2014,1791,Devils Punchbowl,Canterbury
2189,7,2014,1863,Devils Punchbowl,Canterbury
2190,8,2014,1709,Devils Punchbowl,Canterbury
2191,9,2014,2412,Devils Punchbowl,Canterbury
2192,10,2014,3616,Devils Punchbowl,Canterbury
2193,11,2014,4489,Devils Punchbowl,Canterbury
2194,12,2014,7765,Devils Punchbowl,Canterbury
2195,1,2015,9431,Devils Punchbowl,Canterbury
2196,2,2015,7514,Devils Punchbowl,Canterbury
2197,3,2015,7662,Devils Punchbowl,Canterbury
2198,4,2015,5074,Devils Punchbowl,Canterbury
2199,5,2015,2149,Devils Punchbowl,Canterbury
2200,6,2015,1541,Devils Punchbowl,Canterbury
2201,7,2015,1846,Devils Punchbowl,Canterbury
2202,8,2015,1998,Devils Punchbowl,Canterbury
2203,9,2015,2486,Devils Punchbowl,Canterbury
2204,10,2015,3451,Devils Punchbowl,Canterbury
2205,11,2015,4788,Devils Punchbowl,Canterbury
2206,12,2015,8283,Devils Punchbowl,Canterbury
2207,1,2016,10060,Devils Punchbowl,Canterbury
2208,2,2016,8292,Devils Punchbowl,Canterbury
2209,3,2016,8131,Devils Punchbowl,Canterbury
2210,4,2016,5290,Devils Punchbowl,Canterbury
2211,5,2016,2231,Devils Punchbowl,Canterbury
2212,6,2016,1653,Devils Punchbowl,Canterbury
2213,7,2016,1693,Devils Punchbowl,Canterbury
2214,8,2016,1882,Devils Punchbowl,Canterbury
2215,9,2016,3006,Devils Punchbowl,Canterbury
2216,10,2016,4435,Devils Punchbowl,Canterbury
2217,11,2016,5487,Devils Punchbowl,Canterbury
2218,12,2016,8563,Devils Punchbowl,Canterbury
2219,1,2017,8865,Devils Punchbowl,Canterbury
2220,2,2017,9047,Devils Punchbowl,Canterbury
2221,3,2017,8674,Devils Punchbowl,Canterbury
2222,4,2017,4600,Devils Punchbowl,Canterbury
2223,5,2017,1198,Devils Punchbowl,Canterbury
2224,6,2017,1704,Devils Punchbowl,Canterbury
2225,7,2017,2315,Devils Punchbowl,Canterbury
2226,8,2017,2269,Devils Punchbowl,Canterbury
2227,9,2017,2876,Devils Punchbowl,Canterbury
2228,10,2017,4386,Devils Punchbowl,Canterbury
2229,11,2017,6073,Devils Punchbowl,Canterbury
2230,12,2017,11855,Devils Punchbowl,Canterbury
2231,1,2018,13925,Devils Punchbowl,Canterbury
2232,2,2018,11541,Devils Punchbowl,Canterbury
2233,3,2018,12518,Devils Punchbowl,Canterbury
2234,4,2018,8361,Devils Punchbowl,Canterbury
2235,5,2018,509,Devils Punchbowl,Canterbury
2236,6,2018,967,Devils Punchbowl,Canterbury
2237,7,2018,2884,Devils Punchbowl,Canterbury
2238,8,2018,3489,Devils Punchbowl,Canterbury
2239,9,2018,4030,Devils Punchbowl,Canterbury
2240,10,2018,6086,Devils Punchbowl,Canterbury
2241,11,2018,6016,Devils Punchbowl,Canterbury
2242,11,2009,1507,Ulva Island,Southland
2243,12,2009,2431,Ulva Island,Southland
2244,1,2010,3184,Ulva Island,Southland
2245,2,2010,3190,Ulva Island,Southland
2246,3,2010,2401,Ulva Island,Southland
2247,4,2010,1773,Ulva Island,Southland
2248,5,2010,572,Ulva Island,Southland
2249,6,2010,213,Ulva Island,Southland
2250,7,2010,368,Ulva Island,Southland
2251,8,2010,310,Ulva Island,Southland
2252,9,2010,443,Ulva Island,Southland
2253,10,2010,1160,Ulva Island,Southland
2254,11,2010,2186,Ulva Island,Southland
2255,12,2010,2402,Ulva Island,Southland
2256,1,2011,3556,Ulva Island,Southland
2257,2,2011,3840,Ulva Island,Southland
2258,3,2011,2590,Ulva Island,Southland
2259,4,2011,1558,Ulva Island,Southland
2260,5,2011,493,Ulva Island,Southland
2261,6,2011,247,Ulva Island,Southland
2262,7,2011,268,Ulva Island,Southland
2263,8,2011,265,Ulva Island,Southland
2264,9,2011,629,Ulva Island,Southland
2265,10,2011,1144,Ulva Island,Southland
2266,11,2011,1607,Ulva Island,Southland
2267,12,2011,2463,Ulva Island,Southland
2268,1,2012,3433,Ulva Island,Southland
2269,2,2012,3012,Ulva Island,Southland
2270,3,2012,2592,Ulva Island,Southland
2271,4,2012,1877,Ulva Island,Southland
2272,5,2012,588,Ulva Island,Southland
2273,6,2012,195,Ulva Island,Southland
2274,7,2012,252,Ulva Island,Southland
2275,8,2012,186,Ulva Island,Southland
2276,9,2012,296,Ulva Island,Southland
2277,10,2012,841,Ulva Island,Southland
2278,11,2012,1840,Ulva Island,Southland
2279,12,2012,2459,Ulva Island,Southland
2280,1,2013,3059,Ulva Island,Southland
2281,2,2013,2654,Ulva Island,Southland
2282,3,2013,2501,Ulva Island,Southland
2283,4,2013,1923,Ulva Island,Southland
2284,5,2013,490,Ulva Island,Southland
2285,6,2013,174,Ulva Island,Southland
2286,7,2013,228,Ulva Island,Southland
2287,8,2013,164,Ulva Island,Southland
2288,9,2013,291,Ulva Island,Southland
2289,10,2013,855,Ulva Island,Southland
2290,11,2013,2019,Ulva Island,Southland
2291,12,2013,2158,Ulva Island,Southland
2292,1,2014,3096,Ulva Island,Southland
2293,2,2014,3077,Ulva Island,Southland
2294,3,2014,2810,Ulva Island,Southland
2295,4,2014,1806,Ulva Island,Southland
2296,5,2014,643,Ulva Island,Southland
2297,6,2014,289,Ulva Island,Southland
2298,7,2014,246,Ulva Island,Southland
2299,8,2014,254,Ulva Island,Southland
2300,9,2014,448,Ulva Island,Southland
2301,10,2014,1090,Ulva Island,Southland
2302,11,2014,1584,Ulva Island,Southland
2303,12,2014,1257,Ulva Island,Southland
2304,1,2015,3120,Ulva Island,Southland
2305,2,2015,3101,Ulva Island,Southland
2306,3,2015,2831,Ulva Island,Southland
2307,4,2015,1820,Ulva Island,Southland
2308,5,2015,320,Ulva Island,Southland
2309,6,2015,179,Ulva Island,Southland
2310,7,2015,250,Ulva Island,Southland
2311,8,2015,215,Ulva Island,Southland
2312,9,2015,551,Ulva Island,Southland
2313,10,2015,982,Ulva Island,Southland
2314,11,2015,2144,Ulva Island,Southland
2315,12,2015,1942,Ulva Island,Southland
2316,1,2016,4416,Ulva Island,Southland
2317,2,2016,3701,Ulva Island,Southland
2318,3,2016,2191,Ulva Island,Southland
2319,4,2016,1682,Ulva Island,Southland
2320,5,2016,677,Ulva Island,Southland
2321,6,2016,215,Ulva Island,Southland
2322,7,2016,305,Ulva Island,Southland
2323,8,2016,235,Ulva Island,Southland
2324,9,2016,444,Ulva Island,Southland
2325,10,2016,927,Ulva Island,Southland
2326,11,2016,966,Ulva Island,Southland
2327,12,2016,1926,Ulva Island,Southland
2328,1,2017,2777,Ulva Island,Southland
2329,2,2017,2859,Ulva Island,Southland
2330,3,2017,2468,Ulva Island,Southland
2331,4,2017,1729,Ulva Island,Southland
2332,5,2017,675,Ulva Island,Southland
2333,6,2017,288,Ulva Island,Southland
2334,7,2017,289,Ulva Island,Southland
2335,8,2017,192,Ulva Island,Southland
2336,9,2017,369,Ulva Island,Southland
2337,10,2017,1009,Ulva Island,Southland
2338,11,2017,1006,Ulva Island,Southland
2339,12,2017,974,Ulva Island,Southland
2340,1,2018,1442,Ulva Island,Southland
2341,2,2018,3754,Ulva Island,Southland
2342,3,2018,4034,Ulva Island,Southland
2343,4,2018,2360,Ulva Island,Southland
2344,5,2018,1240,Ulva Island,Southland
2345,6,2018,384,Ulva Island,Southland
2346,7,2018,326,Ulva Island,Southland
2347,8,2018,310,Ulva Island,Southland
2348,9,2018,673,Ulva Island,Southland
2349,10,2018,1624,Ulva Island,Southland
2350,11,2018,1732,Ulva Island,Southland
2351,10,2010,2774,Ruakuri Walkway,Waikato
2352,11,2010,3839,Ruakuri Walkway,Waikato
2353,12,2010,4190,Ruakuri Walkway,Waikato
2354,1,2011,5154,Ruakuri Walkway,Waikato
2355,2,2011,3775,Ruakuri Walkway,Waikato
2356,3,2011,3884,Ruakuri Walkway,Waikato
2357,4,2011,3745,Ruakuri Walkway,Waikato
2358,5,2011,1864,Ruakuri Walkway,Waikato
2359,6,2011,1558,Ruakuri Walkway,Waikato
2360,7,2011,1996,Ruakuri Walkway,Waikato
2361,8,2011,1521,Ruakuri Walkway,Waikato
2362,9,2011,2054,Ruakuri Walkway,Waikato
2363,10,2011,2875,Ruakuri Walkway,Waikato
2364,11,2011,4229,Ruakuri Walkway,Waikato
2365,12,2011,3723,Ruakuri Walkway,Waikato
2366,1,2012,5165,Ruakuri Walkway,Waikato
2367,2,2012,3859,Ruakuri Walkway,Waikato
2368,3,2012,3556,Ruakuri Walkway,Waikato
2369,4,2012,3263,Ruakuri Walkway,Waikato
2370,5,2012,1749,Ruakuri Walkway,Waikato
2371,6,2012,1285,Ruakuri Walkway,Waikato
2372,7,2012,1287,Ruakuri Walkway,Waikato
2373,8,2012,1332,Ruakuri Walkway,Waikato
2374,9,2012,1388,Ruakuri Walkway,Waikato
2375,10,2012,2360,Ruakuri Walkway,Waikato
2376,11,2012,2921,Ruakuri Walkway,Waikato
2377,12,2012,3273,Ruakuri Walkway,Waikato
2378,1,2013,4654,Ruakuri Walkway,Waikato
2379,2,2013,3276,Ruakuri Walkway,Waikato
2380,3,2013,3962,Ruakuri Walkway,Waikato
2381,4,2013,2941,Ruakuri Walkway,Waikato
2382,5,2013,1612,Ruakuri Walkway,Waikato
2383,6,2013,1208,Ruakuri Walkway,Waikato
2384,7,2013,1476,Ruakuri Walkway,Waikato
2385,8,2013,1543,Ruakuri Walkway,Waikato
2386,9,2013,1542,Ruakuri Walkway,Waikato
2387,10,2013,2804,Ruakuri Walkway,Waikato
2388,11,2013,3580,Ruakuri Walkway,Waikato
2389,12,2013,4117,Ruakuri Walkway,Waikato
2390,1,2014,4824,Ruakuri Walkway,Waikato
2391,2,2014,3847,Ruakuri Walkway,Waikato
2392,3,2014,3571,Ruakuri Walkway,Waikato
2393,4,2014,3164,Ruakuri Walkway,Waikato
2394,5,2014,2150,Ruakuri Walkway,Waikato
2395,6,2014,1697,Ruakuri Walkway,Waikato
2396,7,2014,1787,Ruakuri Walkway,Waikato
2397,8,2014,1628,Ruakuri Walkway,Waikato
2398,9,2014,1855,Ruakuri Walkway,Waikato
2399,10,2014,3445,Ruakuri Walkway,Waikato
2400,11,2014,4165,Ruakuri Walkway,Waikato
2401,12,2014,5305,Ruakuri Walkway,Waikato
2402,1,2015,5986,Ruakuri Walkway,Waikato
2403,2,2015,4933,Ruakuri Walkway,Waikato
2404,3,2015,4381,Ruakuri Walkway,Waikato
2405,4,2015,3795,Ruakuri Walkway,Waikato
2406,5,2015,2448,Ruakuri Walkway,Waikato
2407,6,2015,1540,Ruakuri Walkway,Waikato
2408,7,2015,2091,Ruakuri Walkway,Waikato
2409,8,2015,1533,Ruakuri Walkway,Waikato
2410,9,2015,2092,Ruakuri Walkway,Waikato
2411,10,2015,3935,Ruakuri Walkway,Waikato
2412,11,2015,4975,Ruakuri Walkway,Waikato
2413,12,2015,6375,Ruakuri Walkway,Waikato
2414,1,2016,7656,Ruakuri Walkway,Waikato
2415,2,2016,5536,Ruakuri Walkway,Waikato
2416,3,2016,6821,Ruakuri Walkway,Waikato
2417,4,2016,5992,Ruakuri Walkway,Waikato
2418,5,2016,2499,Ruakuri Walkway,Waikato
2419,6,2016,2051,Ruakuri Walkway,Waikato
2420,7,2016,2436,Ruakuri Walkway,Waikato
2421,8,2016,1851,Ruakuri Walkway,Waikato
2422,9,2016,2301,Ruakuri Walkway,Waikato
2423,10,2016,3720,Ruakuri Walkway,Waikato
2424,11,2016,4418,Ruakuri Walkway,Waikato
2425,12,2016,5983,Ruakuri Walkway,Waikato
2426,1,2017,7882,Ruakuri Walkway,Waikato
2427,2,2017,5630,Ruakuri Walkway,Waikato
2428,3,2017,5916,Ruakuri Walkway,Waikato
2429,4,2017,5395,Ruakuri Walkway,Waikato
2430,5,2017,2277,Ruakuri Walkway,Waikato
2431,6,2017,2291,Ruakuri Walkway,Waikato
2432,7,2017,2227,Ruakuri Walkway,Waikato
2433,8,2017,2007,Ruakuri Walkway,Waikato
2434,9,2017,2183,Ruakuri Walkway,Waikato
2435,10,2017,3963,Ruakuri Walkway,Waikato
2436,11,2017,6188,Ruakuri Walkway,Waikato
2437,12,2017,6468,Ruakuri Walkway,Waikato
2438,1,2018,7078,Ruakuri Walkway,Waikato
2439,2,2018,5962,Ruakuri Walkway,Waikato
2440,3,2018,6455,Ruakuri Walkway,Waikato
2441,4,2018,6003,Ruakuri Walkway,Waikato
2442,5,2018,2442,Ruakuri Walkway,Waikato
2443,6,2018,2229,Ruakuri Walkway,Waikato
2444,7,2018,2487,Ruakuri Walkway,Waikato
2445,8,2018,1991,Ruakuri Walkway,Waikato
2446,9,2018,2491,Ruakuri Walkway,Waikato
2447,10,2018,4612,Ruakuri Walkway,Waikato
2448,8,2014,1062,Te Waikoropupu,Tasman
2449,9,2014,1345,Te Waikoropupu,Tasman
2450,10,2014,2600,Te Waikoropupu,Tasman
2451,11,2014,3385,Te Waikoropupu,Tasman
2452,12,2014,5934,Te Waikoropupu,Tasman
2453,1,2015,11346,Te Waikoropupu,Tasman
2454,2,2015,7044,Te Waikoropupu,Tasman
2455,3,2015,5446,Te Waikoropupu,Tasman
2456,4,2015,3958,Te Waikoropupu,Tasman
2457,5,2015,1937,Te Waikoropupu,Tasman
2458,6,2015,1027,Te Waikoropupu,Tasman
2459,7,2015,1278,Te Waikoropupu,Tasman
2460,8,2015,1083,Te Waikoropupu,Tasman
2461,9,2015,1440,Te Waikoropupu,Tasman
2462,10,2015,2748,Te Waikoropupu,Tasman
2463,11,2015,3394,Te Waikoropupu,Tasman
2464,12,2015,6651,Te Waikoropupu,Tasman
2465,1,2016,10589,Te Waikoropupu,Tasman
2466,2,2016,7870,Te Waikoropupu,Tasman
2467,3,2016,7358,Te Waikoropupu,Tasman
2468,4,2016,4453,Te Waikoropupu,Tasman
2469,5,2016,2154,Te Waikoropupu,Tasman
2470,6,2016,1271,Te Waikoropupu,Tasman
2471,7,2016,1594,Te Waikoropupu,Tasman
2472,8,2016,1179,Te Waikoropupu,Tasman
2473,9,2016,1827,Te Waikoropupu,Tasman
2474,10,2016,3164,Te Waikoropupu,Tasman
2475,11,2016,3818,Te Waikoropupu,Tasman
2476,12,2016,6553,Te Waikoropupu,Tasman
2477,1,2017,10694,Te Waikoropupu,Tasman
2478,2,2017,7695,Te Waikoropupu,Tasman
2479,3,2017,6050,Te Waikoropupu,Tasman
2480,4,2017,5274,Te Waikoropupu,Tasman
2481,5,2017,2164,Te Waikoropupu,Tasman
2482,6,2017,1793,Te Waikoropupu,Tasman
2483,7,2017,1670,Te Waikoropupu,Tasman
2484,8,2017,1246,Te Waikoropupu,Tasman
2485,9,2017,1672,Te Waikoropupu,Tasman
2486,10,2017,3200,Te Waikoropupu,Tasman
2487,11,2017,4224,Te Waikoropupu,Tasman
2488,12,2017,6948,Te Waikoropupu,Tasman
2489,1,2018,9665,Te Waikoropupu,Tasman
2490,2,2018,5452,Te Waikoropupu,Tasman
2491,3,2018,4056,Te Waikoropupu,Tasman
2492,4,2018,4451,Te Waikoropupu,Tasman
2493,5,2018,2077,Te Waikoropupu,Tasman
2494,6,2018,1641,Te Waikoropupu,Tasman
2495,7,2018,1531,Te Waikoropupu,Tasman
2496,8,2018,1291,Te Waikoropupu,Tasman
2497,9,2018,1890,Te Waikoropupu,Tasman
2498,10,2018,3381,Te Waikoropupu,Tasman
2499,11,2018,4170,Te Waikoropupu,Tasman
2500,12,2018,7619,Te Waikoropupu,Tasman
2501,1,2019,11938,Te Waikoropupu,Tasman
2502,11,2012,19166,Kaikoura Walkway,Canterbury
2503,12,2012,16845,Kaikoura Walkway,Canterbury
2504,1,2013,27821,Kaikoura Walkway,Canterbury
2505,2,2013,22772,Kaikoura Walkway,Canterbury
2506,3,2013,19623,Kaikoura Walkway,Canterbury
2507,4,2013,14843,Kaikoura Walkway,Canterbury
2508,5,2013,9404,Kaikoura Walkway,Canterbury
2509,6,2013,9004,Kaikoura Walkway,Canterbury
2510,7,2013,8582,Kaikoura Walkway,Canterbury
2511,8,2013,7943,Kaikoura Walkway,Canterbury
2512,9,2013,12731,Kaikoura Walkway,Canterbury
2513,10,2013,17576,Kaikoura Walkway,Canterbury
2514,11,2013,16441,Kaikoura Walkway,Canterbury
2515,12,2013,20133,Kaikoura Walkway,Canterbury
2516,1,2014,31942,Kaikoura Walkway,Canterbury
2517,2,2014,21737,Kaikoura Walkway,Canterbury
2518,3,2014,18742,Kaikoura Walkway,Canterbury
2519,4,2014,18779,Kaikoura Walkway,Canterbury
2520,5,2014,8108,Kaikoura Walkway,Canterbury
2521,6,2014,8843,Kaikoura Walkway,Canterbury
2522,7,2014,9894,Kaikoura Walkway,Canterbury
2523,8,2014,6503,Kaikoura Walkway,Canterbury
2524,9,2014,13048,Kaikoura Walkway,Canterbury
2525,10,2014,17660,Kaikoura Walkway,Canterbury
2526,11,2014,20946,Kaikoura Walkway,Canterbury
2527,12,2014,16806,Kaikoura Walkway,Canterbury
2528,1,2015,25860,Kaikoura Walkway,Canterbury
2529,2,2015,21312,Kaikoura Walkway,Canterbury
2530,3,2015,12530,Kaikoura Walkway,Canterbury
2531,4,2015,10353,Kaikoura Walkway,Canterbury
2532,5,2015,12562,Kaikoura Walkway,Canterbury
2533,6,2015,6998,Kaikoura Walkway,Canterbury
2534,7,2015,11125,Kaikoura Walkway,Canterbury
2535,8,2015,10545,Kaikoura Walkway,Canterbury
2536,9,2015,14015,Kaikoura Walkway,Canterbury
2537,10,2015,12110,Kaikoura Walkway,Canterbury
2538,11,2015,18553,Kaikoura Walkway,Canterbury
2539,12,2015,11847,Kaikoura Walkway,Canterbury
2540,1,2016,18920,Kaikoura Walkway,Canterbury
2541,2,2016,3581,Kaikoura Walkway,Canterbury
2542,3,2016,24139,Kaikoura Walkway,Canterbury
2543,4,2016,19243,Kaikoura Walkway,Canterbury
2544,5,2016,12318,Kaikoura Walkway,Canterbury
2545,6,2016,10751,Kaikoura Walkway,Canterbury
2546,7,2016,11026,Kaikoura Walkway,Canterbury
2547,8,2016,10318,Kaikoura Walkway,Canterbury
2548,9,2016,14612,Kaikoura Walkway,Canterbury
